Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,totalLivingArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
Gilbert,6,2005,2005,Gd,PConc,Gd,684,684,1560,2244,2,Gd,6,Gd,BuiltIn,2005,Fin,2,400,147000-179200
NWAmes,7,1970,1970,TA,PConc,TA,1304,1682,1682,2986,2,TA,7,Gd,Attchd,1970,Unf,2,530,147000-179200
Gilbert,6,1994,1995,TA,PConc,Gd,702,702,1481,2183,2,TA,6,TA,Attchd,1994,Fin,2,343,147000-179200
Gilbert,6,2005,2005,Gd,PConc,Gd,742,742,1484,2226,2,Gd,8,Gd,Attchd,2005,Fin,2,390,147000-179200
Blmngtn,7,2007,2007,Gd,PConc,Gd,1373,1555,1555,2928,2,Gd,7,TA,Attchd,2007,Fin,3,660,147000-179200
Somerst,8,1999,2000,Gd,PConc,Gd,776,764,1441,2217,2,Gd,5,NA,Detchd,1999,Unf,2,492,147000-179200
NAmes,6,1962,2005,Gd,CBlock,TA,1319,1537,1537,2856,1,Gd,7,Gd,Attchd,1962,RFn,2,462,147000-179200
Crawfor,7,1941,1950,TA,CBlock,TA,704,860,1564,2268,1,Fa,7,Gd,Attchd,1941,Unf,1,234,147000-179200
NAmes,6,1966,1966,TA,CBlock,TA,1127,1165,1165,2292,1,TA,6,NA,Attchd,1966,RFn,2,490,147000-179200
NWAmes,6,1968,1968,Gd,CBlock,TA,702,1041,1743,2445,1,TA,7,Gd,Attchd,1968,Unf,2,539,147000-179200
Timber,6,1988,1988,TA,CBlock,Gd,1392,1412,1412,2804,2,Gd,6,TA,Attchd,1988,Unf,2,576,147000-179200
NWAmes,5,1971,1971,TA,CBlock,Gd,1484,1484,1484,2968,2,TA,7,TA,Attchd,1971,Unf,2,487,147000-179200
Timber,6,1988,1989,Gd,CBlock,Gd,1461,1509,1509,2970,2,Gd,5,Fa,Attchd,1988,RFn,2,600,147000-179200
Gilbert,7,1996,1997,TA,PConc,Gd,729,729,1446,2175,2,TA,6,TA,Attchd,1996,Unf,2,406,147000-179200
Sawyer,5,1963,1999,TA,CBlock,Gd,520,1464,1464,1984,2,TA,6,TA,Attchd,1997,RFn,2,480,147000-179200
SWISU,5,1937,1950,TA,BrkTil,Gd,731,981,1768,2499,1,Gd,7,TA,Detchd,1939,Unf,1,240,147000-179200
NWAmes,5,1977,1977,TA,PConc,Gd,1126,1126,1126,2252,2,Ex,6,NA,Attchd,1977,RFn,2,540,147000-179200
Gilbert,6,1999,2000,TA,PConc,Gd,953,953,1647,2600,2,TA,7,TA,Attchd,1999,RFn,2,460,147000-179200
NWAmes,6,1981,1981,TA,CBlock,Gd,1422,1422,1422,2844,2,Gd,7,TA,Attchd,1981,Fin,2,576,147000-179200
NWAmes,7,1973,1973,TA,CBlock,TA,1242,1242,1242,2484,1,TA,6,TA,Attchd,1973,Unf,2,528,147000-179200
NridgHt,7,2003,2003,Gd,PConc,Gd,764,764,1626,2390,2,Gd,6,NA,BuiltIn,2003,RFn,2,474,147000-179200
SawyerW,6,1992,1992,Gd,PConc,Gd,761,810,1603,2364,2,Gd,7,NA,Attchd,1992,RFn,2,484,147000-179200
Blmngtn,7,2007,2007,Gd,PConc,Gd,1386,1569,1569,2955,2,Gd,7,TA,Attchd,2007,RFn,3,660,147000-179200
Somerst,6,1999,1999,TA,PConc,Gd,729,729,1458,2187,2,TA,5,Fa,Detchd,1999,Unf,2,440,147000-179200
NAmes,6,1962,1962,TA,CBlock,TA,1362,1382,1382,2744,1,TA,6,TA,Attchd,1991,Unf,2,884,147000-179200
Somerst,7,2005,2005,Gd,PConc,Gd,1257,1266,1266,2523,2,Gd,6,TA,Attchd,2005,Unf,2,453,147000-179200
Timber,6,1987,1987,TA,CBlock,Gd,1112,1137,1137,2249,2,Gd,5,TA,Attchd,1987,Unf,2,551,147000-179200
Gilbert,7,1995,1996,TA,PConc,Gd,1237,1253,1253,2490,2,TA,6,TA,Attchd,1995,Fin,2,402,147000-179200
NWAmes,7,1968,1968,TA,CBlock,TA,832,1098,1978,2810,2,TA,9,Gd,Attchd,1968,RFn,2,486,147000-179200
Edwards,4,2005,2005,TA,PConc,Gd,1132,1132,1132,2264,1,Gd,5,NA,Attchd,2005,Fin,2,451,147000-179200
Gilbert,6,2005,2005,TA,PConc,Gd,728,728,1456,2184,2,Gd,8,NA,Attchd,2005,Fin,2,400,147000-179200
CollgCr,6,2006,2006,Gd,PConc,Gd,1314,1314,1314,2628,2,Gd,6,Gd,Attchd,2006,RFn,2,440,147000-179200
Gilbert,7,2007,2007,Gd,PConc,Gd,1302,1302,1302,2604,2,Gd,6,NA,Attchd,2007,Fin,2,436,147000-179200
NAmes,6,1958,2002,Ex,CBlock,Gd,1184,1414,1414,2598,1,TA,6,TA,Attchd,1990,Unf,2,601,147000-179200
Gilbert,7,1998,1998,TA,PConc,Gd,935,955,1632,2567,2,TA,8,TA,Attchd,1998,Fin,2,462,147000-179200
Gilbert,6,1997,1997,TA,PConc,Gd,794,794,1470,2264,2,TA,6,NA,Attchd,1997,Fin,2,388,147000-179200
Somerst,6,2000,2000,Gd,PConc,Gd,756,769,1525,2281,2,Gd,5,TA,Detchd,2000,Unf,2,440,147000-179200
Crawfor,6,1915,1976,TA,BrkTil,Gd,840,840,1680,2520,2,TA,8,NA,Attchd,1960,Unf,1,308,147000-179200
Edwards,6,1959,2006,TA,CBlock,TA,1019,1357,1357,2376,1,Ex,5,Gd,Basment,1959,RFn,1,312,147000-179200
Crawfor,6,1928,1950,TA,BrkTil,TA,896,1172,1913,2809,1,TA,9,TA,Detchd,1929,Unf,2,342,147000-179200
CollgCr,6,1995,1995,Gd,PConc,Gd,1200,1200,1200,2400,2,Gd,6,NA,Attchd,1995,RFn,2,521,147000-179200
Crawfor,6,1942,1950,TA,CBlock,TA,771,753,1494,2265,1,Gd,7,Gd,Attchd,1942,Unf,1,213,147000-179200
Somerst,6,2000,2000,Gd,PConc,Gd,756,769,1573,2329,2,Gd,5,NA,Detchd,2000,Unf,2,440,147000-179200
SawyerW,6,1985,1985,Gd,CBlock,Gd,741,977,1732,2473,2,Gd,7,TA,Attchd,1985,Fin,2,476,147000-179200
OldTown,7,1925,1990,TA,BrkTil,TA,728,832,1641,2369,1,Ex,6,Gd,Detchd,1925,Unf,2,546,147000-179200
Gilbert,8,2004,2004,Gd,PConc,Ex,707,707,1414,2121,2,Gd,6,Gd,Attchd,2004,Fin,2,403,147000-179200
Gilbert,6,1992,1993,TA,PConc,Gd,808,808,1593,2401,2,TA,7,TA,BuiltIn,1993,RFn,2,389,147000-179200
Gilbert,6,1993,1994,Gd,PConc,Gd,799,799,1571,2370,2,TA,7,TA,Attchd,1993,RFn,2,380,147000-179200
CollgCr,7,2001,2001,Gd,PConc,Gd,1212,1212,1212,2424,2,Gd,6,NA,Attchd,2001,RFn,2,573,147000-179200
NWAmes,6,1984,2003,TA,CBlock,Gd,585,1140,1868,2453,3,TA,7,TA,BuiltIn,1984,Fin,2,477,147000-179200
NAmes,7,1961,2007,Ex,CBlock,TA,944,999,999,1943,1,Ex,6,NA,Attchd,1961,RFn,2,588,147000-179200
Blmngtn,7,2004,2004,Gd,PConc,Gd,1375,1414,1414,2789,2,Gd,6,TA,Attchd,2004,Fin,2,398,147000-179200
Gilbert,6,2005,2007,Gd,PConc,Gd,783,783,1484,2267,2,Gd,8,Gd,Attchd,2005,Fin,2,393,147000-179200
Gilbert,6,2000,2000,TA,PConc,Gd,982,1007,1800,2782,2,TA,7,TA,Attchd,2000,Fin,2,463,147000-179200
Edwards,5,1987,1988,TA,CBlock,Gd,1200,1200,1200,2400,3,TA,5,NA,NA,?,NA,0,0,147000-179200
SawyerW,7,2000,2001,TA,PConc,Gd,1349,1349,1349,2698,2,TA,6,NA,Attchd,2000,Unf,2,539,147000-179200
SawyerW,6,1992,1992,Gd,PConc,Gd,1575,1575,1575,3150,2,Gd,5,NA,Attchd,1992,RFn,2,529,147000-179200
SawyerW,6,1991,1991,TA,CBlock,Gd,1278,1294,1294,2572,2,Gd,6,NA,Attchd,1991,RFn,2,496,147000-179200
Somerst,7,1999,1999,TA,PConc,Gd,744,757,1501,2245,2,TA,6,NA,Detchd,1999,Unf,2,440,179400-230000
SWISU,5,1939,1997,TA,PConc,TA,720,1052,2192,2912,2,Gd,8,Gd,Detchd,1939,Unf,1,240,179400-230000
Gilbert,7,2007,2007,Gd,PConc,Gd,728,728,1456,2184,2,Gd,8,Gd,Attchd,2007,Fin,2,400,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,1422,1422,1422,2844,2,Gd,7,NA,Attchd,2004,RFn,2,626,179400-230000
Gilbert,7,2006,2006,Gd,PConc,Gd,654,664,1496,2150,2,Gd,7,Gd,Attchd,2006,RFn,2,426,179400-230000
CollgCr,8,2007,2007,Gd,PConc,Ex,1234,1234,1234,2468,2,Gd,7,NA,Attchd,2007,RFn,2,484,179400-230000
NWAmes,6,1975,1975,TA,CBlock,Gd,713,811,1552,2265,2,TA,6,TA,Attchd,1975,RFn,2,434,179400-230000
SawyerW,7,1990,1991,Gd,PConc,Gd,910,1442,1442,2352,2,Gd,6,TA,Attchd,1990,Fin,2,719,179400-230000
NAmes,5,1965,1999,TA,PConc,TA,1219,1265,1265,2484,2,Gd,6,Gd,Attchd,1965,RFn,2,502,179400-230000
NWAmes,6,1968,1968,TA,CBlock,TA,708,708,1416,2124,2,TA,7,TA,Attchd,1968,RFn,2,776,179400-230000
NAmes,7,1970,1989,TA,CBlock,Gd,1947,2207,2207,4154,2,TA,7,Gd,Attchd,1970,RFn,2,576,179400-230000
Gilbert,7,2000,2000,TA,PConc,Gd,384,774,1430,1814,2,TA,7,TA,BuiltIn,2000,Fin,2,400,179400-230000
ClearCr,6,1969,1969,TA,CBlock,TA,938,988,988,1926,1,TA,4,TA,Attchd,1969,Unf,2,540,179400-230000
Sawyer,5,1968,1993,TA,CBlock,TA,1461,1721,1721,3182,2,TA,7,TA,Attchd,1968,RFn,2,440,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,840,840,1668,2508,2,Gd,8,NA,Attchd,2003,RFn,2,500,179400-230000
StoneBr,8,1993,1993,Gd,PConc,Gd,1337,1337,1337,2674,2,Gd,5,TA,Attchd,1993,RFn,2,462,179400-230000
Gilbert,7,2003,2003,Gd,PConc,Gd,783,807,1509,2292,2,Gd,8,Gd,Attchd,2003,Fin,2,393,179400-230000
NWAmes,6,1976,1976,TA,CBlock,Gd,1193,1523,1523,2716,2,TA,7,TA,Attchd,1976,Fin,2,478,179400-230000
SawyerW,6,1985,1985,Gd,CBlock,Gd,1298,1298,1298,2596,2,Gd,5,TA,Attchd,1985,Unf,2,403,179400-230000
Timber,7,1990,1990,TA,CBlock,Gd,1309,1339,1339,2648,2,TA,6,TA,Attchd,1990,Fin,2,484,179400-230000
NAmes,6,1964,1964,TA,CBlock,TA,1425,1425,1425,2850,2,TA,7,Gd,Attchd,1964,RFn,2,576,179400-230000
Gilbert,7,1990,1990,TA,PConc,Gd,1424,1442,1442,2866,2,TA,5,NA,Attchd,1990,RFn,2,500,179400-230000
BrkSide,6,1919,1950,TA,PConc,TA,764,1060,1824,2588,1,TA,8,Gd,Detchd,1940,Unf,2,520,179400-230000
NAmes,5,1964,1964,TA,PConc,TA,1152,1152,1152,2304,1,TA,6,Gd,Attchd,1964,RFn,2,484,179400-230000
NWAmes,6,1979,1998,TA,CBlock,Gd,1362,1586,1586,2948,2,TA,7,TA,Attchd,1979,Unf,2,435,179400-230000
Gilbert,6,1997,1998,TA,PConc,Gd,926,926,1604,2530,2,TA,7,TA,Attchd,1997,Fin,2,470,179400-230000
NWAmes,6,1974,1999,TA,CBlock,TA,1040,1309,1309,2349,1,Gd,5,Fa,Attchd,1974,RFn,2,484,179400-230000
Blmngtn,7,2005,2006,Gd,PConc,Gd,1346,1504,1504,2850,2,Gd,7,Gd,Attchd,2005,Fin,2,457,179400-230000
Gilbert,6,2000,2000,TA,PConc,Gd,924,948,1690,2614,2,TA,7,TA,Attchd,2000,RFn,2,463,179400-230000
Gilbert,6,1999,1999,TA,PConc,Gd,841,892,1675,2516,2,TA,7,TA,BuiltIn,1999,Fin,2,502,179400-230000
NAmes,6,1998,1999,Gd,PConc,Gd,1405,1337,1337,2742,2,Gd,5,NA,Attchd,1998,Fin,2,511,179400-230000
Gilbert,7,2007,2007,Gd,PConc,Gd,1340,1340,1340,2680,2,Gd,6,NA,Attchd,2007,Fin,2,396,179400-230000
Veenker,6,1976,1976,TA,CBlock,Gd,1262,1262,1262,2524,2,TA,6,TA,Attchd,1976,RFn,2,460,179400-230000
NAmes,6,1960,1987,TA,CBlock,TA,1144,1429,1429,2573,1,Gd,7,Gd,Attchd,1960,Unf,2,572,179400-230000
Somerst,7,2007,2008,Gd,PConc,Gd,1428,1428,1428,2856,2,Gd,6,NA,Attchd,2007,Fin,2,480,179400-230000
NWAmes,6,1981,1981,Gd,CBlock,Gd,1440,1440,1440,2880,2,Gd,7,TA,Attchd,1981,Fin,2,467,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,798,798,1640,2438,2,Gd,6,NA,Attchd,2003,RFn,2,595,179400-230000
Gilbert,6,2002,2003,Gd,PConc,Gd,783,807,1509,2292,2,Gd,7,Gd,Attchd,2002,Fin,2,393,179400-230000
Gilbert,7,2004,2004,Gd,PConc,Gd,840,840,1720,2560,2,Gd,7,Gd,Attchd,2004,Fin,2,440,179400-230000
Somerst,7,1999,1999,Gd,PConc,Gd,691,713,1452,2143,2,Gd,6,NA,Detchd,1999,Unf,2,506,179400-230000
Timber,6,1986,1986,TA,CBlock,Gd,1606,1651,1651,3257,2,TA,7,TA,Attchd,1986,Fin,2,616,179400-230000
NAmes,7,1972,2004,TA,CBlock,TA,725,725,1479,2204,1,Gd,7,NA,Attchd,1972,Fin,2,484,179400-230000
BrkSide,7,1925,1950,TA,PConc,TA,1026,1133,1820,2846,2,TA,8,NA,Detchd,1925,Unf,1,240,179400-230000
Gilbert,7,2004,2005,Gd,PConc,Gd,788,788,1490,2278,2,Gd,8,Gd,Attchd,2004,Fin,2,388,179400-230000
Gilbert,8,2002,2002,Gd,PConc,Gd,408,779,1419,1827,2,Gd,7,TA,BuiltIn,2002,Fin,2,527,179400-230000
Edwards,10,2007,2008,Ex,PConc,Ex,3138,3138,4676,7814,3,Ex,11,Gd,BuiltIn,2007,Fin,3,884,179400-230000
SawyerW,7,2003,2003,Gd,PConc,Gd,1176,1200,1200,2376,2,Gd,5,NA,Attchd,2003,RFn,2,555,179400-230000
Gilbert,7,1998,1998,TA,PConc,Gd,832,885,1718,2550,2,TA,7,TA,Attchd,1998,Fin,2,427,179400-230000
Gilbert,6,1993,1993,Ex,PConc,Gd,680,680,1470,2150,2,TA,6,TA,BuiltIn,1993,Fin,2,420,179400-230000
Gilbert,6,1997,1997,TA,PConc,Gd,802,802,1511,2313,2,TA,8,TA,Attchd,1997,Fin,2,413,179400-230000
Somerst,6,2006,2006,Gd,PConc,Gd,1262,1262,1262,2524,2,Gd,5,NA,Attchd,2006,Fin,2,572,179400-230000
Edwards,6,1918,1950,TA,BrkTil,Gd,1163,1163,1674,2837,2,TA,8,Gd,Detchd,1955,Fin,2,396,179400-230000
ClearCr,5,1967,1967,TA,PConc,TA,1013,1160,2126,3139,2,TA,7,NA,Attchd,1967,Fin,2,538,179400-230000
CollgCr,7,2003,2003,Gd,PConc,Gd,1337,1337,1337,2674,2,Gd,6,NA,Attchd,2003,RFn,2,531,179400-230000
NWAmes,6,1970,1970,TA,CBlock,TA,1442,1442,1442,2884,2,TA,6,TA,Attchd,1970,RFn,2,615,179400-230000
NWAmes,6,1974,1974,Gd,CBlock,TA,901,943,1876,2777,2,Gd,8,TA,Attchd,1974,RFn,2,540,179400-230000
Somerst,7,2004,2005,Gd,PConc,Gd,1221,1221,1221,2442,2,Gd,6,NA,Attchd,2004,RFn,2,400,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,1414,1414,1414,2828,2,Gd,6,NA,Attchd,2004,RFn,2,494,179400-230000
NWAmes,6,1968,1968,TA,CBlock,TA,1489,1489,1489,2978,2,Gd,7,Gd,Attchd,1968,RFn,2,462,179400-230000
NridgHt,7,2005,2005,Gd,PConc,Gd,1364,1364,1364,2728,2,Gd,6,Gd,Attchd,2005,RFn,2,484,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,770,770,1582,2352,2,Gd,6,NA,Attchd,2004,RFn,2,520,179400-230000
Edwards,6,2009,2009,TA,PConc,Gd,1212,1212,1212,2424,2,Gd,6,NA,Attchd,2009,RFn,2,460,179400-230000
Somerst,7,2005,2006,Gd,PConc,Gd,756,756,1553,2309,2,Gd,6,NA,Attchd,2005,RFn,2,615,179400-230000
Gilbert,6,2000,2000,TA,PConc,Gd,936,962,1792,2728,2,TA,8,TA,Attchd,2000,Fin,2,451,179400-230000
Timber,5,1963,1963,TA,CBlock,TA,1572,1572,1572,3144,1,TA,5,TA,2Types,1963,RFn,3,995,179400-230000
SawyerW,6,1993,1993,Gd,PConc,Gd,832,832,1710,2542,2,Gd,7,NA,Attchd,1993,RFn,2,506,179400-230000
Veenker,6,1976,1994,Gd,CBlock,TA,528,1094,1855,2383,2,TA,7,TA,Attchd,1976,RFn,2,512,179400-230000
NAmes,6,1964,1993,TA,CBlock,TA,822,1020,1851,2673,2,Gd,7,Fa,Attchd,1964,RFn,2,440,179400-230000
CollgCr,7,2001,2002,Gd,PConc,Gd,1413,1430,1430,2843,2,Gd,6,NA,Attchd,2001,RFn,2,605,179400-230000
NWAmes,7,1980,1980,TA,CBlock,Gd,1372,1472,1472,2844,2,TA,6,TA,Attchd,1980,Unf,2,588,179400-230000
Timber,7,2003,2003,Gd,PConc,Ex,868,1146,1146,2014,2,Gd,6,Gd,Attchd,2003,Fin,2,438,179400-230000
ClearCr,6,1966,2007,TA,CBlock,TA,832,976,2087,2919,2,Gd,9,NA,Attchd,1966,Fin,2,444,179400-230000
Timber,7,1990,1991,Gd,CBlock,Gd,1156,1187,1717,2873,2,Gd,7,TA,Attchd,1990,RFn,2,400,179400-230000
StoneBr,8,1984,1984,Gd,CBlock,Gd,1220,1360,1360,2580,1,Gd,4,Ex,Attchd,1984,RFn,2,565,179400-230000
Gilbert,6,1995,1996,TA,PConc,Gd,691,691,1498,2189,2,TA,6,TA,Attchd,1995,Fin,2,409,179400-230000
Somerst,7,2006,2006,Gd,PConc,Gd,1293,1301,1301,2594,2,Gd,5,Gd,Attchd,2006,RFn,2,572,179400-230000
Mitchel,5,1976,1976,TA,CBlock,TA,1728,1728,1728,3456,2,TA,8,NA,Detchd,1976,Unf,2,560,179400-230000
CollgCr,7,1998,1999,TA,PConc,Gd,880,880,1724,2604,2,Gd,8,NA,Attchd,1998,Fin,2,527,179400-230000
Gilbert,6,1995,1996,TA,PConc,Gd,773,773,1658,2431,2,TA,8,TA,Attchd,1995,Fin,2,431,179400-230000
Gilbert,7,2004,2005,Gd,PConc,Gd,716,716,1432,2148,2,Gd,6,Gd,Attchd,2004,Fin,2,432,179400-230000
Crawfor,6,1934,1995,TA,CBlock,TA,715,849,1660,2375,1,TA,6,Gd,Detchd,1939,Unf,1,240,179400-230000
StoneBr,8,1988,1989,Gd,PConc,Gd,1228,1228,1228,2456,2,Gd,5,Gd,Attchd,1988,Fin,2,472,179400-230000
CollgCr,7,2005,2005,Gd,PConc,Gd,728,728,1456,2184,2,Gd,7,Gd,Attchd,2005,Fin,2,410,179400-230000
SawyerW,7,2001,2001,Gd,PConc,Gd,1454,1434,1434,2888,2,Gd,6,TA,Attchd,2001,RFn,2,527,179400-230000
Gilbert,7,1999,1999,TA,PConc,TA,994,1028,1804,2798,2,Gd,7,TA,Attchd,1999,Fin,2,442,179400-230000
SawyerW,6,1992,1992,Gd,PConc,Gd,1055,1055,1845,2900,2,Gd,8,TA,Attchd,1992,RFn,2,462,179400-230000
SWISU,5,1921,1998,TA,BrkTil,TA,612,990,2601,3213,3,TA,8,NA,BuiltIn,1998,RFn,2,621,179400-230000
Crawfor,7,1918,1998,Gd,BrkTil,TA,912,912,1426,2338,1,Gd,7,Gd,Detchd,1925,Unf,1,216,179400-230000
NWAmes,6,1977,1977,TA,CBlock,Gd,1844,1844,1844,3688,2,TA,7,TA,Attchd,1977,RFn,2,546,179400-230000
NWAmes,6,1971,1971,TA,CBlock,TA,825,1097,1993,2818,2,TA,8,Gd,Attchd,1971,RFn,2,495,179400-230000
ClearCr,5,1955,1993,Gd,CBlock,TA,1617,1867,1867,3484,1,TA,7,Gd,Attchd,1955,Fin,1,303,179400-230000
ClearCr,7,1986,1986,TA,PConc,Gd,1453,1453,1453,2906,1,Gd,6,TA,Attchd,1986,RFn,2,445,179400-230000
NWAmes,6,1976,1976,TA,PConc,Gd,796,790,1574,2370,2,TA,6,TA,Attchd,1976,Fin,2,566,179400-230000
NAmes,6,1966,2002,Gd,CBlock,TA,1517,1888,1888,3405,2,Gd,6,Gd,Attchd,1966,Fin,2,578,179400-230000
NWAmes,7,1977,1977,TA,CBlock,Gd,808,1161,1969,2777,2,TA,8,Gd,Attchd,1977,RFn,2,534,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,864,864,1728,2592,2,Gd,7,NA,Attchd,2004,RFn,2,572,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,1500,1500,1500,3000,2,Gd,6,NA,Attchd,2004,RFn,2,570,179400-230000
Sawyer,5,1977,1977,TA,CBlock,Gd,1361,1361,2620,3981,2,TA,12,TA,BuiltIn,1977,RFn,2,600,179400-230000
Gilbert,7,2005,2005,Gd,PConc,Gd,856,1166,1166,2022,2,Gd,5,NA,Attchd,2005,Fin,2,400,179400-230000
ClearCr,5,1964,1964,TA,CBlock,TA,1624,1582,1582,3206,2,TA,7,NA,Attchd,1964,Unf,2,390,179400-230000
NoRidge,7,1992,1992,Gd,PConc,Gd,750,1061,1923,2673,2,Gd,8,TA,Attchd,1992,RFn,2,564,179400-230000
CollgCr,7,1999,2000,Gd,PConc,Gd,1468,1479,1479,2947,2,Gd,6,NA,Attchd,1999,RFn,2,577,179400-230000
CollgCr,7,1996,1996,Gd,PConc,Gd,880,909,1716,2596,2,Gd,7,TA,Attchd,1996,RFn,2,512,179400-230000
Blmngtn,7,2005,2006,Gd,PConc,Gd,1346,1504,1504,2850,2,Gd,7,Gd,Attchd,2005,Fin,2,437,179400-230000
Crawfor,6,1922,1994,TA,BrkTil,Ex,588,1423,2555,3143,2,TA,11,Gd,Detchd,1993,Fin,2,672,179400-230000
CollgCr,7,1999,1999,Gd,PConc,Gd,1431,1431,1431,2862,2,Gd,6,NA,Attchd,1999,Fin,2,666,179400-230000
ClearCr,7,1977,1977,TA,CBlock,Gd,1160,1156,2022,3182,2,TA,8,TA,Attchd,1977,Fin,2,505,179400-230000
Gilbert,6,1998,1998,TA,PConc,Gd,943,943,1638,2581,2,TA,7,TA,Attchd,1998,Fin,2,472,179400-230000
Blmngtn,8,2004,2005,Gd,PConc,Gd,1256,1269,1269,2525,2,Gd,6,TA,Attchd,2004,Fin,2,430,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,1459,1459,1459,2918,2,Gd,6,Gd,Attchd,2002,RFn,2,527,179400-230000
Gilbert,5,2005,2005,Gd,PConc,Gd,732,734,1838,2570,2,TA,7,Gd,BuiltIn,2005,Fin,2,372,179400-230000
Blmngtn,7,2005,2006,Gd,PConc,Gd,1373,1555,1555,2928,2,Gd,7,TA,Attchd,2005,Fin,2,430,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,936,936,1776,2712,2,Gd,7,TA,Attchd,2002,RFn,2,474,179400-230000
SawyerW,6,1993,1994,Gd,PConc,Gd,1604,1617,1617,3221,2,Gd,5,Fa,Attchd,1993,RFn,2,533,179400-230000
CollgCr,7,1999,1999,Gd,PConc,Gd,873,882,1790,2663,2,Gd,7,NA,Attchd,1999,RFn,2,588,179400-230000
Gilbert,6,2004,2004,TA,PConc,TA,839,864,1593,2432,2,TA,8,TA,Attchd,2004,Fin,2,398,179400-230000
NAmes,6,1968,1968,TA,CBlock,Gd,896,1182,2142,3038,2,Gd,8,Gd,Attchd,1968,Fin,1,509,179400-230000
SawyerW,6,1994,1998,TA,PConc,Gd,1408,1679,1679,3087,2,Gd,7,Fa,Attchd,1994,RFn,2,575,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1286,1294,1294,2580,2,Gd,6,Gd,Attchd,2006,RFn,2,662,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1199,1220,1220,2419,2,Gd,6,NA,Attchd,2006,RFn,2,632,179400-230000
CollgCr,7,2006,2006,Gd,PConc,Gd,1240,1240,1240,2480,2,Gd,5,NA,Attchd,2006,RFn,3,826,179400-230000
Veenker,5,1978,1978,TA,PConc,Gd,1360,1432,1432,2792,1,Gd,5,TA,Attchd,1978,Unf,2,588,179400-230000
Blmngtn,7,2006,2007,Gd,PConc,Ex,1258,1402,1402,2660,0,Gd,7,Gd,Attchd,2006,Fin,3,648,179400-230000
SawyerW,7,1993,2003,Gd,PConc,Gd,996,1014,1744,2740,2,Gd,7,NA,Attchd,1993,RFn,2,457,179400-230000
CollgCr,7,2007,2007,Gd,PConc,Gd,1232,1232,1232,2464,2,Gd,6,NA,Attchd,2007,RFn,2,632,179400-230000
Gilbert,7,1994,1996,Gd,PConc,Gd,712,1086,1895,2607,2,Gd,7,TA,Attchd,1994,Fin,2,409,179400-230000
NridgHt,6,2005,2006,Gd,PConc,Gd,1362,1362,1362,2724,2,Gd,6,Gd,Attchd,2005,RFn,2,460,179400-230000
NWAmes,6,1976,1976,TA,CBlock,TA,848,1118,2030,2878,2,Gd,8,TA,Attchd,1976,Fin,2,551,179400-230000
CollgCr,7,2002,2002,Gd,PConc,Gd,831,831,1660,2491,2,Gd,7,NA,Attchd,2002,RFn,2,493,179400-230000
CollgCr,7,2004,2005,Gd,PConc,Gd,847,847,1948,2795,2,Gd,8,Gd,BuiltIn,2004,Fin,2,434,179400-230000
CollgCr,7,2007,2007,Gd,PConc,Gd,1208,1208,1208,2416,2,Gd,6,NA,Attchd,2007,RFn,2,628,179400-230000
Somerst,7,2004,2004,Gd,PConc,Gd,1391,1391,1391,2782,2,Gd,5,NA,Attchd,2004,RFn,2,530,179400-230000
NridgHt,6,2005,2005,Gd,PConc,Gd,1306,1306,1306,2612,2,Gd,5,Gd,Attchd,2005,RFn,2,624,179400-230000
Mitchel,6,1977,1977,TA,PConc,TA,1567,1567,1567,3134,2,Gd,5,TA,Attchd,1977,RFn,2,714,179400-230000
CollgCr,7,2004,2004,Gd,PConc,Gd,860,860,1720,2580,2,Gd,7,NA,Attchd,2004,RFn,2,565,179400-230000
NWAmes,7,1988,1988,TA,CBlock,Gd,980,980,1714,2694,2,TA,7,TA,Attchd,1988,Unf,2,496,179400-230000
Somerst,7,2006,2006,Gd,PConc,Gd,770,778,1576,2346,2,Gd,6,NA,Attchd,2006,RFn,2,614,179400-230000
SWISU,7,1920,1970,TA,BrkTil,TA,824,1687,3082,3906,2,TA,12,TA,Basment,1970,Fin,2,672,179400-230000
Somerst,8,2005,2005,Gd,PConc,Gd,1247,1247,1247,2494,1,Gd,4,Gd,Attchd,2005,Fin,2,550,179400-230000
NWAmes,7,1979,1979,TA,CBlock,TA,539,1040,1725,2264,2,TA,6,TA,Attchd,1979,RFn,2,550,179400-230000
NWAmes,6,1972,2006,TA,CBlock,TA,1161,1381,1381,2542,1,Gd,5,TA,Attchd,1972,RFn,2,676,179400-230000
