MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,totalLivingArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,TypeOfPorch,Porchsqft,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,RL,51,5900,IR1,Bnk,Inside,BrkSide,Norm,1Fam,1Story,4,7,1923,1958,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,440,440,GasA,TA,Y,FuseA,869,0,869,1309,0,1,0,2,1,Fa,4,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,8,2006,WD,Normal,34900-124000
180,RM,21,1526,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,115,630,GasA,TA,Y,SBrkr,630,0,630,1260,1,1,0,1,1,Gd,3,0,NA,Attchd,1970,Unf,1,286,TA,TA,Y,0,None,0,NA,5,2009,WD,Normal,34900-124000
30,RL,58,9098,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,180,528,GasA,Ex,Y,SBrkr,605,0,605,1133,1,1,0,2,1,TA,5,0,NA,NA,?,NA,0,0,NA,NA,N,0,EnclosedPorch,144,NA,7,2007,WD,Normal,34900-124000
30,RL,60,5400,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,691,691,GasA,Ex,Y,FuseA,691,0,691,1382,0,1,0,2,1,Ex,4,0,NA,Detchd,1920,Unf,1,216,Fa,TA,N,0,EnclosedPorch,114,NA,1,2007,WD,Abnorml,34900-124000
45,RM,55,4388,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,'Wd Sdng',None,0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,556,672,GasA,Ex,Y,SBrkr,840,0,840,1512,0,1,0,3,1,TA,5,1,TA,NA,?,NA,0,0,NA,NA,N,0,None,0,NA,6,2007,WD,Normal,34900-124000
45,RM,50,5000,Reg,Lvl,Inside,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,604,720,GasA,Po,N,FuseF,803,0,803,1523,0,1,0,2,1,TA,5,0,NA,Detchd,1941,Unf,2,360,TA,TA,Y,0,EnclosedPorch,244,NA,12,2007,WD,Normal,34900-124000
70,RM,60,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,Stucco,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,1095,1095,GasW,Fa,N,SBrkr,1095,679,1774,2869,1,2,0,4,2,TA,8,0,NA,2Types,1920,Unf,3,779,Fa,Fa,N,0,EnclosedPorch,90,NA,5,2006,WD,Normal,34900-124000
50,RM,52,9439,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,LwQ,324,Unf,588,912,GasA,Gd,Y,FuseA,912,336,1248,2160,0,1,0,2,1,TA,6,0,NA,Detchd,1957,Unf,1,160,Fa,Fa,Y,0,EnclosedPorch,192,NA,3,2007,WD,Normal,34900-124000
90,RL,?,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,Stucco,BrkFace,340,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Wall,Fa,N,FuseA,1040,0,1040,1040,0,2,0,2,2,TA,6,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,0,None,0,NA,5,2006,WD,Normal,34900-124000
20,RL,?,8125,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,244,858,GasA,TA,Y,SBrkr,858,0,858,1716,0,1,0,3,1,TA,5,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,6,2006,WD,Normal,34900-124000
160,RM,21,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,BrkFace,381,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,525,525,GasA,TA,Y,SBrkr,525,567,1092,1617,0,1,1,3,1,TA,6,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,None,0,NA,3,2010,WD,Family,34900-124000
30,RM,51,6120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,7,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,489,Unf,279,768,GasA,TA,N,SBrkr,1015,0,1015,1783,0,1,0,3,1,TA,6,0,NA,Detchd,1925,Unf,1,450,TA,TA,Y,0,EnclosedPorch,232,MnPrv,7,2006,WD,Abnorml,34900-124000
160,RM,21,2217,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,273,LwQ,0,546,GasA,TA,Y,SBrkr,546,546,1092,1638,0,1,1,3,1,TA,6,0,NA,Attchd,1970,RFn,1,286,TA,TA,Y,238,None,0,NA,8,2009,WD,Normal,34900-124000
30,RM,50,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,Gable,'Wd Sdng','Wd Shng',None,0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,616,GasA,Gd,Y,SBrkr,616,0,616,1232,0,1,0,2,1,TA,4,0,NA,Detchd,1921,Unf,1,205,TA,TA,Y,0,EnclosedPorch,129,NA,6,2006,WD,Normal,34900-124000
30,RM,50,5925,Reg,Bnk,Inside,OldTown,Norm,1Fam,1Story,4,7,1937,2000,Hip,Stucco,Stucco,BrkCmn,435,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,739,907,GasA,TA,Y,SBrkr,1131,0,1131,2038,0,1,0,2,1,TA,7,0,NA,Detchd,1995,Unf,2,672,TA,TA,Y,0,OpenPorch,72,MnPrv,3,2007,WD,Alloca,34900-124000
160,RM,21,1680,Reg,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,125,483,GasA,TA,Y,SBrkr,483,504,987,1470,0,1,1,2,1,TA,5,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,None,0,NA,8,2008,WD,Normal,34900-124000
50,RM,?,7920,IR1,Lvl,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,319,319,GasA,TA,Y,FuseA,1035,371,1406,1725,0,1,0,3,1,Fa,6,0,NA,NA,?,NA,0,0,NA,NA,N,0,OpenPorch,144,MnPrv,3,2008,WD,Normal,34900-124000
90,RL,72,10791,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1967,1967,Gable,MetalSd,MetalSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,TA,Y,SBrkr,1296,0,1296,1296,0,2,0,2,2,TA,6,0,NA,CarPort,1967,Unf,2,516,TA,TA,Y,0,None,0,NA,10,2006,WD,Normal,34900-124000
190,RM,85,13600,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,1900,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,662,662,GasA,TA,N,SBrkr,1422,915,2337,2999,0,2,0,5,2,TA,10,0,NA,Detchd,1945,Unf,2,560,TA,TA,Y,0,OpenPorch,57,NA,9,2007,WD,Normal,34900-124000
90,RL,60,7200,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,4,5,1949,1950,Gable,BrkFace,Stone,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Wall,Fa,N,FuseF,1040,0,1040,1040,0,2,0,2,2,TA,6,0,NA,Detchd,1956,Unf,2,420,TA,TA,Y,0,None,0,NA,6,2009,WD,Normal,34900-124000
30,RL,40,4280,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,75,440,GasA,TA,N,SBrkr,694,0,694,1134,0,1,0,2,1,Gd,4,1,Gd,Detchd,1990,Unf,1,352,Gd,TA,P,0,EnclosedPorch,34,MnPrv,3,2007,WD,Normal,34900-124000
180,RM,21,1596,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,GasA,TA,Y,SBrkr,526,462,988,1450,1,1,0,2,1,TA,5,0,NA,BuiltIn,1973,Unf,1,297,TA,TA,Y,120,OpenPorch,101,GdWo,11,2009,WD,Normal,34900-124000
30,RM,60,9786,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,3,4,1922,1950,Hip,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,1007,1007,GasA,Fa,N,SBrkr,1077,0,1077,2084,0,1,0,3,1,TA,6,1,Gd,Detchd,1922,Unf,1,210,TA,Fa,P,0,EnclosedPorch,148,NA,5,2006,WD,Normal,34900-124000
30,RL,52,6292,Reg,Bnk,Inside,SWISU,Norm,1Fam,1Story,6,5,1930,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384,Unf,384,768,GasA,TA,N,SBrkr,790,0,790,1558,0,1,0,2,1,TA,4,0,NA,Detchd,1925,Unf,1,160,Fa,TA,Y,0,OpenPorch,141,NA,4,2008,WD,Normal,34900-124000
30,RM,50,5784,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,8,1938,1996,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,190,190,GasA,Gd,Y,FuseA,886,0,886,1076,0,1,0,2,1,TA,4,0,NA,Attchd,1938,Unf,1,273,TA,TA,Y,144,EnclosedPorch,100,NA,12,2009,WD,Normal,34900-124000
50,RL,50,7585,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,3,1948,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,810,810,GasA,Fa,Y,FuseA,1002,454,1456,2266,1,1,0,4,1,TA,7,1,TA,Detchd,1954,Unf,1,280,TA,TA,P,0,None,0,NA,8,2006,WD,Normal,34900-124000
160,RM,21,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,672,672,GasA,TA,Y,SBrkr,672,546,1218,1890,0,1,1,3,1,TA,7,0,NA,NA,?,NA,0,0,NA,NA,N,201,None,0,NA,4,2006,WD,Abnorml,34900-124000
180,RM,21,1533,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,5,7,1970,1970,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,553,Unf,77,630,GasA,Ex,Y,SBrkr,630,0,630,1260,1,1,0,1,1,Ex,3,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,8,2006,WD,Abnorml,34900-124000
90,RL,60,8544,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Wall,Fa,N,FuseA,1040,0,1040,1040,0,2,0,2,2,TA,6,0,NA,Detchd,1987,Unf,2,400,TA,TA,Y,0,None,0,NA,6,2009,WD,Normal,34900-124000
190,RM,50,6000,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,811,811,GasA,TA,Y,FuseA,811,576,1387,2198,0,2,0,3,2,Gd,7,0,NA,BuiltIn,1954,Unf,1,256,TA,TA,Y,0,None,0,NA,11,2009,WD,Normal,34900-124000
20,RM,60,6000,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,936,936,GasA,TA,N,SBrkr,936,0,936,1872,0,1,0,2,1,TA,4,0,NA,Detchd,1974,Unf,2,576,TA,TA,Y,0,EnclosedPorch,144,NA,2,2009,WD,Normal,34900-124000
20,RL,77,8335,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,Gd,Y,SBrkr,1124,0,1124,1124,0,1,0,3,1,TA,5,1,Gd,NA,?,NA,0,0,NA,NA,N,0,EnclosedPorch,226,NA,4,2006,WD,Normal,34900-124000
90,RL,60,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,GasA,Gd,N,FuseF,1040,0,1040,1040,0,2,0,2,2,TA,6,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,0,None,0,NA,7,2006,WD,Normal,34900-124000
20,RL,63,10712,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,1991,1992,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,762,974,GasA,TA,Y,SBrkr,974,0,974,1948,0,1,0,3,1,TA,5,0,NA,NA,?,NA,0,0,NA,NA,Y,0,OpenPorch,28,MnPrv,9,2007,Oth,Abnorml,34900-124000
50,RL,54,6342,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,Gable,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,780,780,GasA,Gd,N,SBrkr,780,240,1020,1800,0,1,0,2,1,TA,6,0,NA,NA,?,NA,0,0,NA,NA,N,0,EnclosedPorch,176,NA,5,2010,WD,Normal,34900-124000
160,RM,21,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,297,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,483,483,GasA,TA,Y,SBrkr,483,504,987,1470,0,1,1,2,1,TA,5,1,Po,Attchd,1972,Unf,1,288,TA,TA,Y,0,None,0,NA,6,2006,WD,Normal,34900-124000
20,RL,73,10921,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,440,960,GasA,TA,Y,FuseF,960,0,960,1920,1,1,0,3,1,TA,6,0,NA,Attchd,1965,Fin,1,432,TA,TA,P,120,None,0,NA,5,2007,WD,Normal,34900-124000
50,RL,60,9084,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,0,616,GasA,TA,N,SBrkr,616,495,1111,1727,0,1,0,3,1,TA,5,0,NA,Detchd,1941,Unf,1,200,TA,Fa,Y,48,None,0,NA,3,2008,ConLw,Normal,34900-124000
190,RL,107,10615,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,538,978,GasA,TA,Y,SBrkr,1014,685,1699,2677,1,2,0,3,2,TA,7,0,NA,CarPort,1920,Unf,2,420,Fa,Fa,Y,0,OpenPorch,74,NA,8,2009,WD,Abnorml,34900-124000
45,RL,55,10594,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,Grav,Fa,N,SBrkr,789,0,789,1557,0,1,0,2,1,TA,5,0,NA,Detchd,1926,Unf,1,200,Po,Po,Y,0,EnclosedPorch,112,MnPrv,6,2007,WD,Normal,34900-124000
50,RM,55,8800,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,792,348,1140,1716,0,1,0,3,1,TA,7,0,NA,NA,?,NA,0,0,NA,NA,N,0,OpenPorch,160,NA,6,2010,WD,Normal,34900-124000
20,RL,70,10500,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,160,864,GasA,Gd,Y,SBrkr,864,0,864,1728,0,1,0,2,1,TA,4,0,NA,Detchd,1989,Unf,2,576,TA,TA,Y,216,None,0,NA,3,2009,WD,Abnorml,34900-124000
20,RM,70,12702,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0,TA,TA,PConc,NA,NA,NA,NA,0,NA,0,0,GasA,Gd,Y,FuseA,882,0,882,882,0,1,0,2,1,TA,4,0,NA,Detchd,1956,Unf,1,308,TA,TA,Y,0,OpenPorch,45,NA,12,2008,WD,Normal,34900-124000
160,RM,21,1533,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,546,546,GasA,TA,Y,SBrkr,798,546,1344,1890,0,1,1,3,1,TA,6,1,TA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,5,2009,WD,Normal,34900-124000
50,RL,78,17503,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,912,912,GasA,TA,Y,SBrkr,912,546,1458,2370,0,1,0,3,1,TA,6,1,Gd,Attchd,1948,Unf,1,330,TA,TA,Y,192,None,0,NA,1,2010,WD,Abnorml,34900-124000
30,RL,67,5604,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,396,864,GasA,TA,N,FuseA,864,0,864,1728,1,1,0,2,1,TA,5,0,NA,NA,?,NA,0,0,NA,NA,Y,0,EnclosedPorch,96,NA,4,2008,WD,Normal,34900-124000
70,RM,34,4571,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,5,1916,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,624,624,GasA,Fa,N,SBrkr,624,720,1344,1968,0,1,0,4,1,TA,7,0,NA,Detchd,1916,Unf,3,513,Fa,Fa,Y,0,EnclosedPorch,96,NA,5,2008,COD,Abnorml,34900-124000
50,RL,50,8405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,'Wd Shng',None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Wall,TA,N,FuseF,1088,441,1529,1529,0,2,0,4,1,TA,9,0,NA,Detchd,1945,Unf,1,240,TA,TA,N,92,EnclosedPorch,185,NA,4,2009,WD,Normal,34900-124000
20,RL,60,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1950,1950,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,GasA,Gd,Y,SBrkr,1048,0,1048,1048,0,1,0,3,1,TA,7,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,0,OpenPorch,27,NA,7,2008,WD,Normal,34900-124000
20,RL,85,8500,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,2470,0,1,0,2,1,TA,6,0,NA,Attchd,1961,Unf,2,480,TA,TA,Y,0,None,0,GdWo,12,2006,WD,Abnorml,34900-124000
120,RL,55,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,918,918,GasA,TA,Y,SBrkr,918,0,918,1836,0,2,0,2,1,TA,5,1,TA,Attchd,1979,Unf,1,264,TA,TA,Y,28,None,0,NA,4,2010,WD,Normal,34900-124000
30,RL,56,4060,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,864,864,GasA,Ex,Y,SBrkr,864,0,864,1728,0,1,0,2,1,TA,4,0,NA,NA,?,NA,0,0,NA,NA,Y,0,OpenPorch,96,NA,7,2009,WD,Normal,34900-124000
30,RM,60,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,1688,0,1,0,2,1,TA,6,0,NA,Detchd,1954,Unf,1,273,Fa,Fa,N,0,None,0,NA,8,2007,WD,Normal,34900-124000
50,RM,50,6060,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,732,732,GasA,Gd,Y,SBrkr,772,351,1123,1855,0,1,0,3,1,TA,4,0,NA,Detchd,1979,Unf,1,264,TA,TA,P,0,EnclosedPorch,140,MnPrv,6,2007,WD,Normal,34900-124000
30,RM,60,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1923,2006,Gable,'Wd Sdng','Wd Sdng',None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,968,968,GasA,TA,Y,SBrkr,968,0,968,1936,0,1,0,2,1,TA,5,0,NA,Detchd,1935,Unf,2,480,Fa,TA,N,0,EnclosedPorch,184,NA,7,2007,WD,Normal,34900-124000
30,RL,?,7446,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,Gable,WdShing,'Wd Shng',None,0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,522,788,GasA,TA,Y,FuseA,788,0,788,1576,0,1,0,2,1,TA,4,2,TA,NA,?,NA,0,0,NA,NA,Y,0,None,0,GdWo,4,2006,WD,Abnorml,34900-124000
30,RM,60,6911,Reg,Lvl,FR2,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,740,1145,GasA,TA,Y,SBrkr,1301,0,1301,2446,0,1,0,2,1,Fa,5,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,None,0,NA,10,2009,WD,Normal,34900-124000
160,RM,21,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,153,483,GasA,TA,Y,SBrkr,483,504,987,1470,1,1,1,2,1,TA,5,0,NA,Detchd,1973,Unf,1,264,TA,TA,Y,0,None,0,NA,11,2008,WD,Normal,34900-124000
20,RL,65,7150,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,460,892,GasA,TA,Y,SBrkr,892,0,892,1784,0,1,0,3,1,TA,5,0,NA,Attchd,1967,RFn,1,288,TA,TA,Y,0,None,0,GdWo,7,2009,WD,Normal,34900-124000
90,RL,75,9825,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,5,1965,1965,Hip,AsphShn,AsphShn,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,GasA,TA,N,SBrkr,1664,0,1664,1664,0,2,0,4,2,TA,8,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,5,2010,WD,Normal,34900-124000
20,RL,67,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,126,816,GasA,Ex,Y,SBrkr,816,0,816,1632,1,1,0,2,1,TA,3,1,Gd,Detchd,1958,Unf,1,288,Fa,Fa,Y,0,None,0,NA,5,2009,WD,Normal,34900-124000
75,RM,60,7200,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,530,530,GasA,TA,N,SBrkr,581,530,1111,1641,0,1,0,3,1,Fa,6,0,NA,Detchd,1935,Unf,1,288,TA,TA,N,0,EnclosedPorch,144,NA,3,2007,WD,Normal,34900-124000
90,RL,70,9842,Reg,Lvl,FR2,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,TA,Y,SBrkr,1224,0,1224,1224,0,2,0,2,2,TA,6,0,NA,CarPort,1962,Unf,2,462,TA,TA,Y,0,None,0,NA,3,2007,WD,Normal,34900-124000
20,RL,67,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,836,GasA,TA,Y,FuseF,1220,0,1220,2056,0,1,0,2,1,TA,6,0,NA,Detchd,1951,Unf,2,396,TA,TA,Y,0,None,0,NA,4,2006,COD,Normal,34900-124000
